1, 2.360935
1, 2.335313
2, 2.274689
3, 2.223554
4, 2.211030
5, 2.189255
6, 2.126301
7, 2.108248
8, 2.035289
9, 2.049914
1, 2.362405
2, 2.254203
3, 2.174723
4, 2.098074
5, 2.027505
6, 1.992239
7, 1.913531
8, 1.799103
9, 1.789133
10, 1.624915
11, 1.583636
12, 1.497781
13, 1.288960
14, 1.339805
15, 1.275304
16, 1.122247
17, 1.141688
18, 1.031068
19, 0.925799
20, 0.898226
21, 0.780076
22, 0.786836
23, 0.754088
24, 0.666593
25, 0.621183
26, 0.684821
27, 0.653865
28, 0.604253
29, 0.518365
30, 0.556102
31, 0.496130
32, 0.544542
33, 0.476741
34, 0.470873
35, 0.508846
36, 0.540082
37, 0.459883
38, 0.428568
39, 0.425672
40, 0.468883
41, 0.422255
42, 0.538960
43, 0.436105
44, 0.412090
45, 0.438481
46, 0.408165
47, 0.438458
48, 0.395800
49, 0.357013
50, 0.478141
51, 0.480970
52, 0.363872
53, 0.365441
54, 0.259588
55, 0.330844
56, 0.327226
57, 0.343470
58, 0.349905
59, 0.304623
60, 0.346624
61, 0.414423
62, 0.330976
63, 0.308261
64, 0.297029
65, 0.346481
66, 0.326303
67, 0.261200
68, 0.300039
69, 0.371535
70, 0.329872
71, 0.332895
72, 0.288061
73, 0.327436
74, 0.317512
75, 0.231055
76, 0.246979
77, 0.267945
78, 0.305317
79, 0.262885
80, 0.275101
81, 0.304138
82, 0.368527
83, 0.303373
84, 0.268505
85, 0.218714
86, 0.269452
87, 0.265107
88, 0.313832
89, 0.283552
90, 0.260089
91, 0.299709
92, 0.284485
93, 0.284919
94, 0.266534
95, 0.264124
96, 0.225195
97, 0.258613
98, 0.197472
99, 0.271799
100, 0.316999
101, 0.255151
102, 0.222686
103, 0.276366
104, 0.325356
105, 0.253980
106, 0.285131
107, 0.195394
108, 0.279260
109, 0.263906
110, 0.242356
111, 0.297329
112, 0.254751
113, 0.233235
114, 0.251146
115, 0.232803
116, 0.243593
117, 0.317652
1, 2.362405
2, 2.254203
3, 2.174723
4, 2.098074
5, 2.027505
6, 1.992239
7, 1.913531
8, 1.799103
9, 1.789133
10, 1.624915
11, 1.583636
12, 1.497781
13, 1.288960
14, 1.339805
15, 1.275304
16, 1.122247
17, 1.141688
18, 1.031068
19, 0.925799
20, 0.898226
21, 0.780076
22, 0.786836
23, 0.754088
24, 0.666593
25, 0.621183
26, 0.684821
27, 0.653865
28, 0.604253
29, 0.518365
30, 0.556102
31, 0.496130
32, 0.544542
33, 0.476741
34, 0.470873
35, 0.508846
36, 0.540082
37, 0.459883
38, 0.428568
39, 0.425672
40, 0.468883
41, 0.422255
42, 0.538960
43, 0.436105
44, 0.412090
45, 0.438481
46, 0.408165
47, 0.438458
48, 0.395800
49, 0.357013
50, 0.478141
51, 0.480970
52, 0.363872
53, 0.365441
54, 0.259588
55, 0.330844
56, 0.327226
57, 0.343470
58, 0.349905
59, 0.304623
60, 0.346624
61, 0.414423
62, 0.330976
63, 0.308261
64, 0.297029
65, 0.346481
66, 0.326303
67, 0.261200
68, 0.300039
69, 0.371535
70, 0.329872
71, 0.332895
72, 0.288061
73, 0.327436
74, 0.317512
75, 0.231055
76, 0.246979
77, 0.267945
78, 0.305317
79, 0.262885
80, 0.275101
81, 0.304138
82, 0.368527
83, 0.303373
84, 0.268505
85, 0.218714
86, 0.269452
87, 0.265107
88, 0.313832
89, 0.283552
90, 0.260089
91, 0.299709
92, 0.284485
93, 0.284919
94, 0.266534
95, 0.264124
96, 0.225195
97, 0.258613
98, 0.197472
99, 0.271799
100, 0.316999
101, 0.255151
102, 0.222686
103, 0.276366
104, 0.325356
105, 0.253980
106, 0.285131
107, 0.195394
108, 0.279260
109, 0.263906
110, 0.242356
111, 0.297329
112, 0.254751
113, 0.233235
114, 0.251146
115, 0.232803
116, 0.243593
117, 0.317652
1, 3.431544
2, 0.693147
3, 0.693147
4, 0.693147
5, 0.693147
6, 0.693147
7, 0.693147
8, 0.693147
9, 0.693147
10, 0.693147
11, 0.693147
12, 0.693147
13, 0.693147
14, 0.693147
15, 0.693147
16, 0.693147
17, 0.693147
18, 0.693147
19, 0.693147
20, 0.693147
21, 0.693147
22, 0.693147
23, 0.693147
24, 0.693147
1, 5.949313
2, 4.238483
3, 2.214410
4, 1.887006
5, 5.653454
6, -nan(ind)
7, -nan(ind)
8, -nan(ind)
9, -nan(ind)
10, -nan(ind)
1, 12.605037
1, 71.697891
2, 2.732554
3, 0.501924
4, 0.500000
5, 0.500000
6, 0.500000
7, 0.500000
8, 0.500000
9, 0.500000
10, 0.500000
11, 0.500000
12, 0.500000
13, 0.500000
14, 0.500000
15, 0.500000
16, 0.500000
17, 0.500000
18, 0.500000
19, 0.500000
20, 0.500000
21, 0.500000
22, 0.500000
23, 0.500000
24, 0.500000
25, 0.500000
26, 0.500000
27, 0.500000
28, 0.500000
29, 0.500000
30, 0.500000
31, 0.500000
32, 0.500000
33, 0.500000
34, 0.500000
35, 0.500000
36, 0.500000
37, 0.500000
38, 0.500000
39, 0.500000
40, 0.500000
41, 0.500000
42, 0.500000
43, 0.500000
44, 0.500000
45, 0.500000
46, 0.500000
47, 0.500000
48, 0.500000
49, 0.500000
50, 0.500000
51, 0.500000
52, 0.500000
53, 0.500000
54, 0.500000
55, 0.500000
56, 0.500000
57, 0.500000
58, 0.500000
59, 0.500000
60, 0.500000
61, 0.500000
62, 0.500000
63, 0.500000
64, 0.500000
65, 0.500000
66, 0.500000
67, 0.500000
68, 0.500000
69, 0.500000
70, 0.500000
71, 0.500000
72, 0.500000
73, 0.500000
74, 0.500000
75, 0.500000
76, 0.500000
77, 0.500000
78, 0.500000
79, 0.500000
80, 0.500000
81, 0.500000
82, 0.500000
83, 0.500000
84, 0.500000
85, 0.500000
86, 0.500000
87, 0.500000
88, 0.500000
89, 0.500000
90, 0.500000
91, 0.500000
92, 0.500000
93, 0.500000
94, 0.500000
95, 0.500000
96, 0.500000
97, 0.500000
98, 0.500000
99, 0.500000
100, 0.500000
1, 2.300010
2, -nan(ind)
3, -nan(ind)
1, 2.300010
2, -nan(ind)
3, -nan(ind)
4, -nan(ind)
5, -nan(ind)
6, -nan(ind)
7, -nan(ind)
8, -nan(ind)
9, -nan(ind)
10, -nan(ind)
1, 71.697891
2, 2.732554
3, 0.501924
4, 0.500000
5, 0.500000
6, 0.500000
7, 0.500000
1, 71.697891
2, 2.732554
3, 0.501924
4, 0.500000
5, 0.500000
6, 0.500000
7, 0.500000
8, 0.500000
9, 0.500000
10, 0.500000
1, 71.697891
2, 2.732554
1, 6.992001
2, 6.215476
3, 1.929528
4, 1.136353
5, 0.693147
6, 0.693147
7, 0.693147
8, 0.693147
9, 0.693147
10, 0.693147
1, 4.302612
2, 0.781331
3, 0.693147
4, 0.693147
5, 0.693147
6, 0.693147
7, 0.693147
8, 0.693147
9, 0.693147
10, 0.693147
1, 4.302612
2, 0.781331
3, 0.693147
4, 0.693147
5, 0.693147
6, 0.693147
7, 0.693147
8, 0.693147
9, 0.693147
10, 0.693147
1, 4.302612
2, 0.781331
3, 0.693147
4, 0.693147
5, 0.693147
6, 0.693147
7, 0.693147
8, 0.693147
9, 0.693147
10, 0.693147
1, 5.975155
2, 4.825272
3, 5.927191
4, 3.270210
5, 2.958980
6, 2.607826
7, 1.347440
8, 0.910116
9, 2.116150
10, 1.971141
1, 6.449196
2, 4.034388
3, 4.930591
4, 3.856640
5, 2.582953
6, 2.503541
7, 1.567359
8, 1.420688
9, 1.371858
10, 1.479574
11, 0.867029
12, 0.759321
13, 0.898505
14, 0.756907
1, 7.747110
2, -nan(ind)
3, -nan(ind)
4, -nan(ind)
5, -nan(ind)
1, -nan(ind)
2, -nan(ind)
3, -nan(ind)
4, -nan(ind)
5, -nan(ind)
6, -nan(ind)
1, 6.730004
2, -nan(ind)
3, -nan(ind)
1, 649.962341
2, 33.314655
3, 1.118825
4, 0.500000
5, 0.500000
6, 0.500000
7, 0.500000
8, 0.500000
9, 0.500000
10, 0.500000
11, 0.500000
12, 0.500000
13, 0.500000
14, 0.500000
15, 0.500000
16, 0.500000
17, 0.500000
18, 0.500000
1, 649.962341
2, 3143.716064
3, 7763.157715
4, 15092.424805
5, 30188.542969
6, 48033.777344
7, 75349.906250
8, 116877.179688
9, 172178.296875
10, 263642.531250
11, 343718.312500
12, 519085.312500
13, 736132.437500
14, 1042828.312500
15, 1422221.125000
16, 1957676.250000
17, 2807514.500000
18, 3693839.750000
19, 5149936.000000
20, 6911110.000000
21, 9620386.000000
22, 12478905.000000
23, 17838360.000000
24, 23312934.000000
25, 32518318.000000
26, 43335024.000000
27, 58114792.000000
1, 649.962341
2, 33.314655
3, 1.118825
4, 0.500000
5, 0.500000
6, 0.500000
7, 0.500000
8, 0.500000
9, 0.500000
10, 0.500000
11, 0.500000
12, 0.500000
13, 0.500000
14, 0.500000
15, 0.500000
16, 0.500000
17, 0.500000
18, 0.500000
19, 0.500000
1, 0.254617
2, 0.114302
3, 0.097265
4, 0.094432
5, 0.091253
6, 0.089863
7, 0.089697
8, 0.086906
9, 0.085948
10, 0.081637
11, 0.083016
12, 0.078431
13, 0.072873
14, 0.077593
15, 0.078071
16, 0.072825
17, 0.071328
18, 0.071184
19, 0.068972
20, 0.068615
21, 0.065591
22, 0.061040
23, 0.065110
24, 0.064204
25, 0.062455
26, 0.059988
27, 0.062226
28, 0.062954
29, 0.058616
30, 0.057860
31, 0.059586
32, 0.060660
33, 0.058670
34, 0.056289
35, 0.056392
36, 0.055183
37, 0.056156
38, 0.055036
39, 0.053205
40, 0.055919
41, 0.051301
42, 0.056529
43, 0.053581
44, 0.054252
45, 0.052097
46, 0.053045
47, 0.054895
48, 0.051107
49, 0.050962
50, 0.052760
51, 0.054382
52, 0.049633
53, 0.051847
54, 0.046833
55, 0.049481
56, 0.053992
57, 0.050104
58, 0.051027
59, 0.049410
60, 0.052520
61, 0.052094
62, 0.050116
63, 0.047822
64, 0.047585
65, 0.047596
66, 0.049856
67, 0.044289
68, 0.048729
69, 0.047291
70, 0.048974
71, 0.047777
72, 0.045223
73, 0.046742
74, 0.047861
75, 0.046191
76, 0.046468
77, 0.044131
78, 0.044128
79, 0.047233
80, 0.045220
81, 0.049182
82, 0.052940
83, 0.044975
84, 0.047815
85, 0.042248
86, 0.046045
87, 0.043810
88, 0.045585
89, 0.042644
90, 0.043190
91, 0.043662
92, 0.044438
93, 0.043441
94, 0.041553
95, 0.040879
96, 0.042563
97, 0.043628
98, 0.040587
99, 0.044258
100, 0.046065
101, 0.043714
102, 0.043707
103, 0.045459
104, 0.044258
105, 0.044360
106, 0.043904
107, 0.042027
108, 0.040475
109, 0.041566
110, 0.042523
111, 0.043135
112, 0.042148
113, 0.039311
114, 0.046334
115, 0.042871
116, 0.040933
117, 0.043131
1, 2.361912
2, 2.265226
3, 2.194098
4, 2.119946
5, 2.051539
6, 1.983956
7, 1.917367
8, 1.879420
9, 1.807894
10, 1.629285
11, 1.719337
12, 1.486762
13, 1.566736
14, 1.355819
15, 1.295564
16, 1.094287
1, 2.361912
2, 2.265226
3, 2.194098
4, 2.119946
5, 2.051539
6, 1.983956
7, 1.917367
8, 1.879420
9, 1.807894
10, 1.629285
11, 1.719337
12, 1.486762
13, 1.566736
14, 1.355819
15, 1.295564
16, 1.094287
17, 1.180175
1, 2.361912
2, 2.265226
3, 2.194098
4, 2.119946
5, 2.051539
6, 1.983956
7, 1.917367
8, 1.879420
9, 1.807894
10, 1.629285
11, 1.719337
12, 1.486762
13, 1.566736
14, 1.355819
15, 1.295564
16, 1.094287
17, 1.180175
18, 1.209611
19, 1.113547
20, 0.888664
21, 0.908442
22, 0.787076
23, 0.938648
24, 0.763404
25, 0.703649
26, 0.552412
27, 0.686772
1, 2.363505
2, 2.254598
1, 2.363505
2, 2.254598
